Movie_ID,Series_Title,Genre,Overview,Director,Stars
945,The Royal Tenenbaums,comedi drama,eccentr member dysfunct famili reluctantli gather roof variou reason,we anderson,gene hackman gwyneth paltrow anjelica huston ben stiller
946,Y tu mamá también,drama,mexico teenag boy attract older woman embark road trip learn thing life friendship sex,alfonso cuarón,maribel verdú gael garcía bernal daniel giménez cacho ana lópez mercado
947,Harry Potter and the Sorcerer's Stone,adventur famili fantasi,orphan boy enrol school wizardri learn truth famili terribl evil haunt magic world,chri columbu,daniel radcliff rupert grint richard harri maggi smith
948,The Others,horror mysteri thriller,woman live darken old famili hous photosensit children convinc home haunt,alejandro amenábar,nicol kidman christoph eccleston fionnula flanagan alakina mann
949,Blow,biographi crime drama,stori georg jung medellín cartel head pablo escobar establish american cocain market s unit state,ted demm,johnni depp penélop cruz franka potent rachel griffith
950,Enemy at the Gates,drama histori war,russian german sniper play game catandmous battl stalingrad,jeanjacqu annaud,jude law ed harri joseph fienn rachel weisz
951,Minority Report,action crime mysteri,futur special polic unit abl arrest murder commit crime offic unit accus futur murder,steven spielberg,tom cruis colin farrel samantha morton max von sydow
952,The Hurricane,biographi drama sport,stori rubin hurrican carter boxer wrongli imprison murder peopl aid fight prove innoc,norman jewison,denzel washington vicel shannon deborah kara unger liev schreiber
953,American Psycho,comedi crime drama,wealthi new york citi invest bank execut patrick bateman hide altern psychopath ego cowork friend delv deeper violent hedonist fantasi,mari harron,christian bale justin theroux josh luca sage
954,Lola rennt,crime drama thriller,botch money deliveri lola minut come deutschmark,tom tykwer,franka potent moritz bleibtreu herbert knaup nina petri
955,The Thin Red Line,drama war,adapt jame jone autobiograph novel focus conflict guadalcan second world war,terrenc malick,jim caviezel sean penn nick nolt kirk acevedo
956,Mulan,anim adventur famili,save father death armi young maiden secretli goe place china greatest heroin process,toni bancroft,barri cook mingna wen eddi murphi bd wong
957,Fear and Loathing in Las Vegas,adventur comedi drama,oddbal journalist psychopath lawyer travel la vega seri psychedel escapad,terri gilliam,johnni depp benicio del toro tobey maguir michael lee gogin
958,Funny Games,crime drama thriller,violent young men mother father son hostag vacat cabin forc play sadist game amus,michael hanek,susann lothar ulrich mühe arno frisch frank gier
959,Dark City,mysteri scifi thriller,man struggl memori past includ wife rememb nightmarish world wake,alex proya,rufu sewel kiefer sutherland jennif connelli william hurt
960,Sleepers,crime drama thriller,prank goe disastr wrong group boy sent detent center brutal thirteen year later unexpect random encount guard give chanc reveng,barri levinson,robert niro kevin bacon brad pitt jason patric
961,Lost Highway,mysteri thriller,anonym videotap presag musician murder convict gangster girlfriend lead mechan astray,david lynch,pullman patricia arquett john roseliu loui eppolito
962,Sense and Sensibility,drama romanc,rich mr dashwood die leav second wife daughter poor rule inherit eldest daughter titl opposit,ang lee,emma thompson kate winslet jame fleet tom wilkinson
963,Die Hard: With a Vengeance,action adventur thriller,john mcclane harlem store owner target german terrorist simon new york citi plan rob feder reserv build,john mctiernan,bruce willi jeremi iron samuel l jackson graham green
964,Dead Man,adventur drama fantasi,run murder man account william blake encount strang aborigin american man name prepar journey spiritu world,jim jarmusch,johnni depp gari farmer crispin glover lanc henriksen
965,The Bridges of Madison County,drama romanc,photograph robert kincaid wander life housewif francesca johnson day s,clint eastwood,clint eastwood meryl streep anni corley victor slezak
966,Apollo 13,adventur drama histori,nasa devis strategi return apollo earth safe spacecraft undergo massiv intern damag put live astronaut board jeopardi,ron howard,tom hank paxton kevin bacon gari sinis
967,Trois couleurs: Blanc,comedi drama romanc,wife divorc polish immigr plot,krzysztof kieslowski,zbigniew zamachowski juli delpi janusz gajo jerzi stuhr
968,Falling Down,action crime drama,ordinari man frustrat variou flaw see societi begin psychot violent lash,joel schumach,michael dougla robert duval barbara hershey rachel ticotin
969,Dazed and Confused,comedi,adventur high school junior high student day school,richard linklat,jason london wiley wiggin matthew mcconaughey rori cochran
970,My Cousin Vinny,comedi crime,new yorker accus murder rural alabama way colleg help cousin loudmouth lawyer trial experi,jonathan lynn,joe pesci marisa tomei ralph macchio mitchel whitfield
971,Omohide poro poro,anim drama romanc,twentysevenyearold offic worker travel countrysid reminisc childhood tokyo,isao takahata,miki imai toshirô yanagiba yoko honna mayumi izuka
972,Delicatessen,comedi crime,postapocalypt surrealist black comedi landlord apart build occasion prepar delicaci odd tenant,marc caro,jeanpierr jeunet marielaur dougnac dominiqu pinon pascal benezech
973,Home Alone,comedi famili,eightyearold troublemak protect hous pair burglar accident left home famili christma vacat,chri columbu,macaulay culkin joe pesci daniel stern john heard
974,The Godfather: Part III,crime drama,follow michael corleon s seek free famili crime suitabl successor empir,franci ford coppola,al pacino dian keaton andi garcia talia shire
975,When Harry Met Sally...,comedi drama romanc,harri salli known year good friend fear sex ruin friendship,rob reiner,billi crystal meg ryan carri fisher bruno kirbi
976,The Little Mermaid,anim famili fantasi,mermaid princess make faustian bargain attempt human win princ love,ron clement,john musker jodi benson samuel e wright rene auberjonoi
977,The Naked Gun: From the Files of Police Squad!,comedi crime,incompet polic detect frank drebin foil attempt assassin queen elizabeth ii,david zucker,lesli nielsen priscilla presley oj simpson ricardo montalban
978,"Planes, Trains & Automobiles",comedi drama,man struggl travel home thanksgiv lovabl oaf shower curtain ring salesman companion,john hugh,steve martin john candi laila robin michael mckean
979,Lethal Weapon,action crime thriller,newli pair cop complet opposit asid differ order catch gang drug smuggler,richard donner,mel gibson danni glover gari busey mitchel ryan
980,Blood Simple,crime drama thriller,owner seedi smalltown texa bar discov employe have affair wife chaotic chain misunderstand lie mischief ensu devis plot murder,joel coen,ethan coen john getz franc mcdormand dan hedaya
981,On Golden Pond,drama,norman curmudgeon estrang relationship daughter chelsea golden pond wife agre care billi son chelsea new boyfriend unexpect relationship bloom,mark rydel,katharin hepburn henri fonda jane fonda doug mckeon
982,Mad Max 2,action adventur scifi,postapocalypt australian wasteland cynic drifter agre help small gasolinerich commun escap hord bandit,georg miller,mel gibson bruce spenc michael preston max phipp
983,The Warriors,action crime thriller,near futur charismat leader summon street gang new york citi bid kill warrior fals blame fight way home gang hunt,walter hill,michael beck jame remar dorsey wright brian tyler
984,The Muppet Movie,adventur comedi famili,kermit newfound friend trek america success hollywood frog leg merchant kermit,jame frawley,jim henson frank oz jerri nelson richard hunt
985,Escape from Alcatraz,action biographi crime,alcatraz secur prison time believ escap dare men make possibl success attempt escap infam prison world,don siegel,clint eastwood patrick mcgoohan robert blossom jack thibeau
986,Watership Down,anim adventur drama,hope escap destruct human develop save commun coloni rabbit led hazel fiver seek safe place set new warren,martin rosen,john hubley john hurt richard brier ralph richardson
987,Midnight Express,biographi crime drama,billi hay american colleg student caught smuggl drug turkey thrown prison,alan parker,brad davi iren miracl bo hopkin paolo bonacelli
988,Close Encounters of the Third Kind,drama scifi,roy neari electr lineman watch quiet ordinari daili life turn upsid close encount ufo,steven spielberg,richard dreyfuss françoi truffaut teri garr melinda dillon
989,The Long Goodbye,comedi crime drama,privat investig philip marlow help friend jam do get implic wife murder,robert altman,elliott gould nina van pallandt sterl hayden mark rydel
990,Giù la testa,drama war western,lowlif bandit ira explos expert rebel govern hero mexican revolut,sergio leon,rod steiger jame coburn romolo valli maria monti
991,Kelly's Heroes,adventur comedi war,group soldier sneak enemi line hand secret stash nazi treasur,brian g hutton,clint eastwood telli savala don rickl carrol oconnor
992,The Jungle Book,anim adventur famili,bagheera panther baloo bear difficult time tri convinc boy leav jungl human civil,wolfgang reitherman,phil harri sebastian cabot loui prima bruce reitherman
993,Blowup,drama mysteri thriller,fashion photograph unknowingli captur death film follow lover park,michelangelo antonioni,david hem vanessa redgrav sarah mile john castl
994,A Hard Day's Night,comedi music music,typic day life beatl boy struggl sir paul mccartney mischiev grandfath check prepar live televis perform,richard lester,john lennon paul mccartney georg harrison ringo starr
995,Breakfast at Tiffany's,comedi drama romanc,young new york socialit interest young man move apart build past threaten way,blake edward,audrey hepburn georg peppard patricia neal buddi ebsen
996,Giant,drama western,sprawl epic cover life texa cattl rancher famili associ,georg steven,elizabeth taylor rock hudson jame dean carrol baker
997,From Here to Eternity,drama romanc war,hawaii privat cruelli punish box unit team captain wife secondincommand fall love,fred zinnemann,burt lancast montgomeri clift deborah kerr donna reed
998,Lifeboat,drama war,survivor torpedo merchant ship world war ii lifeboat crew member uboat sank ship,alfr hitchcock,tallulah bankhead john hodiak walter slezak william bendix
